0.0,0.0
0.25,0.0
0.5,0.0
0.75,0.0
1.0,0.0
1.25,0.0
1.5,0.0
1.75,0.0
2.0,0.0
2.25,0.0
2.5,0.0
2.75,0.0
3.0,0.0
3.25,0.0
3.5,0.0
3.75,0.0
4.0,0.0
4.25,0.0
4.5,0.0
4.75,0.0
5.0,0.0
5.25,0.0
5.5,0.0
5.75,0.0
6.0,0.0
6.25,10.0
6.5,20.0
6.75,30.0
7.0,50.0
7.25,70.0
7.5,90.0
7.75,110.0
8.0,130.0
8.25,150.0
8.5,160.0
8.75,170.0
9.0,175.0
9.25,180.0
9.5,185.0
9.75,190.0
10.0,195.0
10.25,195.0
10.5,195.0
10.75,195.0
11.0,195.0
11.25,195.0
11.5,195.0
11.75,195.0
12.0,200.0
12.25,195.0
12.5,195.0
12.75,195.0
13.0,195.0
13.25,195.0
13.5,195.0
13.75,195.0
14.0,190.0
14.25,185.0
14.5,180.0
14.75,175.0
15.0,170.0
15.25,160.0
15.5,150.0
15.75,130.0
16.0,110.0
16.25,90.0
16.5,70.0
16.75,50.0
17.0,30.0
17.25,20.0
17.5,10.0
17.75,5.0
18.0,0.0
18.25,0.0
18.5,0.0
18.75,0.0
19.0,0.0
19.25,0.0
19.5,0.0
19.75,0.0
20.0,0.0
20.25,0.0
20.5,0.0
20.75,0.0
21.0,0.0
21.25,0.0
21.5,0.0
21.75,0.0
22.0,0.0
22.25,0.0
22.5,0.0
22.75,0.0
23.0,0.0
23.25,0.0
23.5,0.0
23.75,0.0
24.0,0.0
